ACPI Driver Trace Provider,{dab01d4d-2d48-477d-b1c3-daad0ce6f06b}
Microsoft-Windows-UIAutomationCore,{820a42d8-38c4-465d-b64e-d7d56ea1d612}
Microsoft-Windows-UIRibbon,{87d476fe-1a0f-4370-b785-60b028019693}
Microsoft-Windows-UniversalTelemetryClient,{6489b27f-7c43-5886-1d00-0a61bb2a375b}
Microsoft-Windows-URLMon,{245f975d-909d-49ed-b8f9-9a75691d6b6b}
Microsoft-Windows-USB-CCID,{f708c483-4880-11e6-9121-5cf37068b67b}
Microsoft-Windows-USB-MAUSBHOST,{7725b5f9-1f2e-4e21-baeb-b2af4690bc87}
Microsoft-Windows-USB-UCMUCSICX,{569d11aa-5068-5ee5-da22-ce541c0b1481}
Microsoft-Windows-USB-UCX,{36da592d-e43a-4e28-af6f-4bc57c5a11e8}
Microsoft-Windows-USB-USB4DeviceRouter-EventLogs,{d07e8c3f-78fb-4c22-b77c-2203d00bfdf3}
Microsoft-Windows-USB-USBHUB,{7426a56b-e2d5-4b30-bdef-b31815c1a74a}
Microsoft-Windows-USB-USBHUB3,{ac52ad17-cc01-4f85-8df5-4dce4333c99b}
Microsoft-Windows-USB-USBPORT,{c88a4ef5-d048-4013-9408-e04b7db2814a}
Microsoft-Windows-USB-USBXHCI,{30e1d284-5d88-459c-83fd-6345b39b19ec}
Microsoft-Windows-USBVideo,{da1d1dbd-3186-4fa2-bc2d-075efd9e43e2}
Microsoft-Windows-User Device Registration,{23b8d46b-67dd-40a3-b636-d43e50552c6d}
Microsoft-Windows-User Profiles General,{db00dfb6-29f9-4a9c-9b3b-1f4f9e7d9770}
Microsoft-Windows-User Profiles Service,{89b1e9f0-5aff-44a6-9b44-0a07a7ce5845}
Microsoft-Windows-User-ControlPanel,{319122a9-1485-4e48-af35-7db2d93b8ad2}
Microsoft-Windows-User-Diagnostic,{305fc87b-002a-5e26-d297-60223012ca9c}
Microsoft-Windows-User-Loader,{b059b83f-d946-4b13-87ca-4292839dc2f2}
Microsoft-Windows-UserAccountControl,{2683b597-3cca-410a-97fe-6f7ee3d09b94}
Microsoft-Windows-UserDataAccess-CallHistoryClient,{f5988abb-323a-4098-8a34-85a3613d4638}
Microsoft-Windows-UserDataAccess-CEMAPI,{83a9277a-d2fc-4b34-bf81-8ceb4407824f}
Microsoft-Windows-UserDataAccess-PimIndexMaintenance,{99c66ba7-5a97-40d5-aa01-8a07fb3db292}
Microsoft-Windows-UserDataAccess-Poom,{0bd19909-eb6f-4b16-8074-6dce803f091d}
Microsoft-Windows-UserDataAccess-UnifiedStore,{56f519ab-9df6-4345-8491-a4ba21ac825b}
Microsoft-Windows-UserDataAccess-UserDataApis,{b9b2de3c-3fbd-4f42-8ff7-33c3bad35fd4}
Microsoft-Windows-UserDataAccess-UserDataService,{fb19ee2c-0d22-4a2e-969e-dd41ae0ce1a9}
Microsoft-Windows-UserDataAccess-UserDataUtils,{d1f688bf-012f-4aec-a38c-e7d4649f8cd2}
Microsoft-Windows-UserModePowerService,{ce8dee0b-d539-4000-b0f8-77bed049c590}
Microsoft-Windows-UserPnp,{96f4a050-7e31-453c-88be-9634f4e02139}
Microsoft-Windows-UserSettingsBackup-EarlyDownloader,{c675305e-51bd-5da6-08b4-d4cb88d198f0}
Microsoft-Windows-UserSettingsBackup-Orchestrator,{47ae8351-b61a-51d1-0ad0-9d870c38f53a}
Microsoft-Windows-UxInit,{4154a29c-40d9-445f-8d65-24da473e8f65}
Microsoft-Windows-UxTheme,{422088e6-cd0c-4f99-bd0b-6985fa290bdf}
Microsoft-Windows-VDRVROOT,{e4480490-85b6-11dd-ad8b-0800200c9a66}
Microsoft-Windows-VerifyHardwareSecurity,{f3f53c76-b06d-4f15-b412-61164a0d2b73}
Microsoft-Windows-VHDMP,{e2816346-87f4-4f85-95c3-0c79409aa89d}
Microsoft-Windows-Video-For-Windows,{712abb2d-d806-4b42-9682-26da01d8b307}
Microsoft-Windows-VIRTDISK,{4d20df22-e177-4514-a369-f1759feedeb3}
Microsoft-Windows-VolumeControl,{07de7879-1c96-41ce-afbd-c659a0e8e643}
Microsoft-Windows-VolumeSnapshot-Driver,{67fe2216-727a-40cb-94b2-c02211edb34a}
Microsoft-Windows-VPCJIT,{ca92de02-0d94-43a3-9694-d60eb94f2f7d}
Microsoft-Windows-VPN-Client,{3c088e51-65be-40d1-9b90-62bfec076737}
Microsoft-Windows-VWiFi,{314b2b0d-81ee-4474-b6e0-c2aaec0ddbde}
Microsoft-Windows-WABSyncProvider,{17f14a23-551d-40cc-a086-e4194d64ed4c}
Microsoft-Windows-Wallet,{6ed11b00-c1b5-48cb-aecc-ff72ebefbae8}
Microsoft-Windows-Watchdog-Events,{70e74dd8-39db-5f6f-6fd1-f5581b29e834}
Microsoft-Windows-Wcmsvc,{67d07935-283a-4791-8f8d-fa9117f3e6f2}
Microsoft-Windows-WCN-Config-Registrar,{c100becf-d33a-4a4b-bf23-bbef4663d017}
Microsoft-Windows-WCN-Config-Registrar-Secure,{c100becc-d33a-4a4b-bf23-bbef4663d017}
Microsoft-Windows-WCNWiz,{e8aa5402-26a1-455e-a21b-f240ed62d155}
Microsoft-Windows-WDAG-PolicyEvaluator-CSP,{64a98c25-9e00-404e-84ad-6700dfe02529}
Microsoft-Windows-WDAG-PolicyEvaluator-GP,{e53df8ba-367a-4406-98d5-709ffb169681}
Microsoft-Windows-WebAuth,{db6972b6-dddf-4820-84b1-2ed6ac0b96e5}
Microsoft-Windows-WebAuthN,{3ae1ea61-c002-47fb-b06c-4022a8c98929}
Microsoft-Windows-WebcamExperience,{9e12ceb1-e3ff-46ad-a0aa-11738b122d20}
Microsoft-Windows-WebdavClient-LookupServiceTrigger,{22b6d684-fa63-4578-87c9-effcbe6643c7}
Microsoft-Windows-WebIO,{50b3e73c-9370-461d-bb9f-26f32d68887d}
Microsoft-Windows-WebServices,{e04fe2e0-c6cf-4273-b59d-5c97c9c374a4}
Microsoft-Windows-Websocket-Protocol-Component,{cba5f63c-e2cf-4b36-8305-bde1311924fc}
Microsoft-Windows-WEPHOSTSVC,{d5f7235b-48e2-4e9c-92fe-0e4950aba9e8}
Microsoft-Windows-WER-Diag,{ad8aa069-a01b-40a0-ba40-948d1d8dedc5}
Microsoft-Windows-WER-PayloadHealth,{4afddfde-002d-51ac-c109-c3b7897858d0}
Microsoft-Windows-WER-SystemErrorReporting,{abce23e7-de45-4366-8631-84fa6c525952}
Microsoft-Windows-WerKernel,{87a623f0-8db5-5c11-7c80-a2ebbcbe5189}
Microsoft-Windows-WFP,{0c478c5b-0351-41b1-8c58-4a6737da32e3}
Microsoft-Windows-WHEA-Logger,{c26c4f3c-3f66-4e99-8f8a-39405cfed220}
Microsoft-Windows-WiFiDisplay,{712880e9-7813-41a3-8e4c-e4e0c4f6580a}
Microsoft-Windows-WiFiHotspotService,{814182fe-58f7-11e1-853c-78e7d1ca7337}
Microsoft-Windows-WiFiNetworkManager,{e5c16d49-2464-4382-bb20-97a4b5465db9}
Microsoft-Windows-Win32k,{8c416c79-d49b-4f01-a467-e56d3aa8234c}
Microsoft-Windows-Windeploy,{75ebc33e-c8ae-4f93-9ca1-683a53e20cb6}
Microsoft-Windows-Windows Defender,{11cd958a-c507-4ef3-b3f2-5fd9dfbd2c78}
Microsoft-Windows-Windows Firewall With Advanced Security,{d1bc9aff-2abf-4d71-9146-ecb2a986eb85}
Microsoft-Windows-WindowsBackup,{01979c6a-42fa-414c-b8aa-eee2c8202018}
Microsoft-Windows-WindowsColorSystem,{d53270e3-c8cf-4707-958a-dad20c90073c}
Microsoft-Windows-WindowsSystemAssessmentTool,{11a75546-3234-465e-bec8-2d301cb501ac}
Microsoft-Windows-WindowsToGo-StartupOptions,{2e6cb42e-161d-413b-a6c1-84ca4c1e5890}
Microsoft-Windows-WindowsUIImmersive,{74827cbb-1e0f-45a2-8523-c605866d2f22}
Microsoft-Windows-WindowsUpdateClient,{945a8954-c147-4acd-923f-40c45405a658}
Microsoft-Windows-WinHttp,{7d44233d-3055-4b9c-ba64-0d47ca40a232}
Microsoft-Windows-WinHttp-Diagnostics,{64de121b-5f08-5853-ab48-7758f2ea2dd3}
Microsoft-Windows-WinHttp-Pca,{d071ce03-0d7b-5b27-e817-b9c12961934e}
Microsoft-Windows-WinINet,{43d1a55c-76d6-4f7e-995c-64c711e5cafe}
Microsoft-Windows-WinINet-Capture,{a70ff94f-570b-4979-ba5c-e59c9feab61b}
Microsoft-Windows-WinINet-Config,{5402e5ea-1bdd-4390-82be-e108f1e634f5}
Microsoft-Windows-WinINet-Pca,{4860ea43-3f05-5fb8-20ce-7ba346a44747}
Microsoft-Windows-Wininit,{206f6dea-d3c5-4d10-bc72-989f03c8b84b}
Microsoft-Windows-Winlogon,{dbe9b383-7cf3-4331-91cc-a3cb16a3b538}
Microsoft-Windows-WinMDE,{77549803-7bb1-418b-a98e-f2e22f35a873}
Microsoft-Windows-WinML,{c8517e09-bea2-5bb6-bef3-50b4c91c431e}
Microsoft-Windows-WinNat,{66c07ecd-6667-43fc-93f8-05cf07f446ec}
Microsoft-Windows-WinREAgent,{1f7a6c55-5532-573b-35b7-2107e43a6ef5}
Microsoft-Windows-WinRM,{a7975c8f-ac13-49f1-87da-5a984a4ab417}
Microsoft-Windows-WinRT-Error,{a86f8471-c31d-4fbc-a035-665d06047b03}
Microsoft-Windows-Winsock-AFD,{e53c6823-7bb8-44bb-90dc-3f86090d48a6}
Microsoft-Windows-Winsock-NameResolution,{55404e71-4db9-4deb-a5f5-8f86e46dde56}
Microsoft-Windows-Winsock-Sockets,{bde46aea-2357-51fe-7367-d5296f530bd1}
Microsoft-Windows-Winsock-SQM,{093da50c-0bb9-4d7d-b95c-3bb9fcda5ee8}
Microsoft-Windows-Winsock-WS2HELP,{d5c25f9a-4d47-493e-9184-40dd397a004d}
Microsoft-Windows-Winsrv,{9d55b53d-449b-4824-a637-24f9d69aa02f}
Microsoft-Windows-Wired-AutoConfig,{b92cf7fd-dc10-4c6b-a72d-1613bf25e597}
Microsoft-Windows-WLAN-AutoConfig,{9580d7dd-0379-4658-9870-d5be7d52d6de}
Microsoft-Windows-WLAN-Driver,{daa6a96b-f3e7-4d4d-a0d6-31a350e6a445}
Microsoft-Windows-WlanDlg,{d4afa0dc-4dd1-40af-afce-cb0d0e6736a7}
Microsoft-Windows-WlanPref,{ca5ba219-c0d4-4efa-9ceb-72aff92672b0}
Microsoft-Windows-WLGPA,{46098845-8a94-442d-9095-366a6bcfefa9}
Microsoft-Windows-wmbclass,{12d25187-6c0d-4783-ad3a-84caa135acfd}
Microsoft-Windows-Wmbclass-Opn,{a42fe227-a7bf-4483-a502-6bcda428cd96}
Microsoft-Windows-WMI,{1edeee53-0afe-4609-b846-d8c0b2075b1f}
Microsoft-Windows-WMI-Activity,{1418ef04-b0b4-4623-bf7e-d74ab47bbdaa}
Microsoft-Windows-WMP,{f3f14ff3-7b80-4868-91d0-d77e497b025e}
Microsoft-Windows-WMP-Setup_WM,{0d759f0f-cff9-4902-8867-eb9e29d7a98b}
Microsoft-Windows-WMPDMCUI,{3f9e07bd-0e26-4241-a5a5-28cafa150a75}
Microsoft-Windows-WMPNSS-PublicAPI,{614696c9-85af-4e64-b389-d2c0db4ff87b}
Microsoft-Windows-WMPNSS-Service,{6a2dc7c1-930a-4fb5-bb44-80b30aebed6c}
Microsoft-Windows-WMPNSSUI,{7c314e58-8246-47d1-8f7a-4049dc543e0b}
Microsoft-Windows-wmvdecod,{55bacc9f-9ac0-46f5-968a-a5a5dd024f8a}
Microsoft-Windows-WMVENCOD,{313b0545-bf9c-492e-9173-8de4863b8573}
Microsoft-Windows-WorkFolders,{34a3697e-0f10-4e48-af3c-f869b5babebb}
Microsoft-Windows-Workplace Join,{76ab12d5-c986-4e60-9d7c-2a092b284cdd}
Microsoft-Windows-WPD-API,{31569dcf-9c6f-4b8e-843a-b7c1cc7ffcba}
Microsoft-Windows-WPD-CompositeClassDriver,{355c44fe-0c8e-4bf8-be28-8bc7b5a42720}
Microsoft-Windows-WPD-MTPBT,{92ab58d3-f351-4af5-9c72-d52f36ee2c92}
Microsoft-Windows-WPD-MTPClassDriver,{21b7c16e-c5af-4a69-a74a-7245481c1b97}
Microsoft-Windows-WPD-MTPIP,{c374d21e-69b2-4cd7-9a25-62187c5a5619}
Microsoft-Windows-WPD-MTPUS,{dcfc4489-9ce0-403c-99df-a05422c60898}
Microsoft-Windows-WPDClassInstaller,{ad5162d8-daf0-4a25-88a7-01cbeb33902e}
Microsoft-Windows-WSC-SRV,{5857d6ca-9732-4454-809b-2a87b70881f8}
Microsoft-Windows-WUSA,{09608c12-c1da-4104-a6fe-b959cf57560a}
Microsoft-Windows-WWAN-MM-EVENTS,{7839bb2a-2ea3-4eca-a00f-b558ba678bec}
Microsoft-Windows-WWAN-NDISUIO-EVENTS,{b3eee223-d0a9-40cd-adfc-50f1888138ab}
Microsoft-Windows-WWAN-SVC-EVENTS,{3cb40aaa-1145-4fb8-b27b-7e30f0454316}
Microsoft-Windows-WwanClient_0ca4cac9670d3ec454b4175eb8aa80b3,{0ca4cac9-670d-3ec4-54b4-175eb8aa80b3}
Microsoft-Windows-WwanClient_1e2fdcad8ed5326fb89a40addcb90fe9,{1e2fdcad-8ed5-326f-b89a-40addcb90fe9}
Microsoft-Windows-WwanProtDim_8ae583a328f2324fa39dea640c5846ee,{8ae583a3-28f2-324f-a39d-ea640c5846ee}
Microsoft-Windows-WwanProtDim_e72a6a5d74743941a6fa83201a9f8ef4,{e72a6a5d-7474-3941-a6fa-83201a9f8ef4}
Microsoft-Windows-XAML,{531a35ab-63ce-4bcf-aa98-f88c7a89e455}
Microsoft-Windows-XAML-Diagnostics,{59e7a714-73a4-4147-b47e-0957048c75c4}
Microsoft-Windows-XAudio2,{1ee3abdb-c1fc-4b43-9e56-11064abba866}
Microsoft-Windows-XWizards,{777ba8fe-2498-4875-933a-3067de883070}
Microsoft-Windows-ZTDNS,{8507cd07-f18b-54f0-b871-23c43a5bf118}
Microsoft-Windows-ZTHELPER,{40e3fc75-59e8-5443-47cb-a1e1b197fde0}
Microsoft-Windows-ZTraceMaps,{b865b57b-bdda-4e1d-a2c8-adfa69fe6ab9}
Microsoft-WindowsPhone-ConfigManager2,{2f94e1cc-a8c5-4fe7-a1c3-53d7bda8e73e}
Microsoft-WindowsPhone-CoreMessaging,{922cdcf3-6123-42da-a877-1a24f23e39c5}
Microsoft-WindowsPhone-CoreUIComponents,{a0b7550f-4e9a-4f03-ad41-b8042d06a2f7}
Microsoft-WindowsPhone-Ufx,{e98ebdbf-3058-4784-8521-47860b1d2b8e}
Microsoft-WindowsPhone-UfxSynopsys,{49b12c7c-4bd5-4f93-bb75-30fce739600b}
Microsoft.Windows.ResourceManager,{4180c4f7-e238-5519-338f-ec214f0b49aa}
MMC,{9c88041d-349d-4647-8bfd-2c0a167bfe58}
Mobility Center Performance Trace,{8a8b5246-6eb6-4339-8b59-b0085b9f4890}
Mobility Center Trace,{082dff20-f430-11d9-8cd6-0800200c9a66}
Mount Manager Trace,{467c1914-37f0-4c7d-b6db-5cd7dfe7bd5e}
MSADCE.1,{76dba919-5a36-fc80-2cad-3185532b7cb1}
MSADCF.1,{101c0e21-ebba-a60a-ec3d-58797788928a}
MSADCO.1,{5c6ce734-1b3e-705e-c2ab-b272d99aaf8f}
MSADDS.1,{13cd7f92-5baa-8c7c-3d72-b69fac139a46}
MSADOX.1,{6c770d53-0441-afd4-dcab-1d89155fecfc}
MSDADIAG.ETW,{8b98d3f2-3cc6-0b9c-6651-9649cce5c752}
MSDAPRST.1,{64a552e0-6c60-b907-e59c-10f1dff76b0d}
MSDAREM.1,{564f1e24-fc86-28e1-74f8-5ca0d950bee0}
MSDART.1,{ceb7253c-bb96-9dfe-51d1-53d966d0cf8b}
MSDASQL_1,{b6501ba0-c61a-c4e6-6fa2-a4e7f8c8e7a0}
MSDATL3.1,{87b93a44-1f73-ec83-7261-2dfc972d9b1e}
MUI Resource Trace,{d3de60b2-a663-45d5-9826-a0a5949d2cb0}
Native WIFI Filter Driver Trace,{d905ac1c-65e7-4242-99ea-fe66a8355df8}
Native WIFI MSM Trace,{d905ac1d-65e7-4242-99ea-fe66a8355df8}
NetJoin,{9741fd4e-3757-479f-a3c6-fc49f6d5edd0}
Network Location Awareness Trace,{1ac55562-d4ff-4bc5-8ef3-a18e07c4668e}
Network Profile Manager,{d9131565-e1dd-4c9e-a728-951999c2adb5}
NisDrvWFP Provider,{49d6ad7b-52c4-4f79-a164-4dcd908391e4}
Ntfs,{dd70bc80-ef44-421b-8ac3-cd31da613a4e}
Ntfs_NtfsLog,{b2fc00c4-2941-4d11-983b-b16e8aa4e25d}
NTLM Security Protocol,{c92cf544-91b3-4dc0-8e11-c580339a0bf8}
ODBC.1,{f34765f6-a1be-4b9d-1400-b8a12921f704}
ODBCBCP.1,{932b59f1-90c2-d8ba-0956-3975c344ae2b}
OfficeAirSpace,{f562bb8e-422d-4b5c-b20e-90d710f7d11c}
OfficeLoggingLiblet,{f50d9315-e17e-43c1-8370-3edf6cc057be}
OLEDB.1,{0dd082c4-66f2-271f-74ba-2bf1f9f65c66}
OpenSSH,{c4b57d35-0636-4bc3-a262-370f249f9802}
PNPX AssocDB Trace,{7311ad03-18d6-45ac-9b08-b020bdd6a590}
Portable Device Connectivity API Trace,{02fe721a-0725-469e-a26d-37b3c09faac1}
PrintFilterPipelineSvc_ObjectsGuid,{aefe45f4-8548-42b4-b1c8-25673b07ad8b}
Qualcomm-Combined-Subsystem-Driver,{6312e0ed-e7a9-4667-b03d-308f80d13a3b}
Refsv1WppTrace,{6d2fd9c5-8bd8-4a5d-8aa8-01e5c3b2ae23}
RefsWppTrace,{740f3c34-57df-4bad-8eea-72ac69ad5df5}
RmClient_RestartManager,{0888e5ef-9b98-4695-979d-e92ce4247224}
RowsetHelper.1,{74a75b02-36d8-ede6-d10e-95b691503408}
RSS Platform Backgroundsync Perf Trace,{ca1cf55c-9e49-4ad3-8038-39cb6f66af11}
RSS Platform Backgroundsync Trace,{f59d1d86-cc03-4736-bc9c-4c7936871b3d}
RSS Platform Perf Trace,{2b240425-3141-43ee-931f-ec9f997c7d7e}
RSS Platform Trace,{8c50fa6e-394e-4b47-b6d1-a880a5f225a2}
SBP2 Port Driver Tracing Provider,{6710597f-7319-4aae-9b85-c8d87136a56b}
Schannel,{1f678132-5938-4686-9fdc-c8ff68f15c85}
SD Bus Trace,{3b9e3da4-70b8-46d3-9ef2-3ddf128bded8}
Security: Kerberos Authentication,{6b510852-3583-4e2d-affe-a67f9f223438}
Security: NTLM Authentication,{5bbb6c18-aa45-49b1-a15f-085f7ed0aa90}
Security: SChannel,{37d2c3cd-c5d4-4587-8531-4696c44244c8}
Security: TSPkg,{6165f3e2-ae38-45d4-9b23-6b4818758bd9}
Security: WDigest,{fb6a424f-b5d6-4329-b9d5-a975b3a93ead}
Sensor ClassExtension Trace,{a1e89bb0-ef73-4980-8c99-dd15f7271d7e}
Service Control Manager,{555908d1-a6d7-4695-8e1e-26931d2012f4}
Service Control Manager Trace,{ebcca1c2-ab46-4a1d-8c2a-906c2ff25f39}
SQLOLEDB_1,{c5bffe2e-9d87-d568-a09e-08fc83d0c7c2}
SQLSRV32.1,{4b647745-f438-0a42-f870-5dbd29949c99}
SysCache_Profiler,{03637494-af1e-4d80-a390-af4275a26951}
TCPIP Service Trace,{eb004a05-9b1a-11d4-9123-0050047759bc}
TerminalServer-MediaFoundationPlugin,{4199ee71-d55d-47d7-9f57-34a1d5b2c904}
Thread Pool,{c861d0e2-a2c1-4d36-9f9c-970bab943a12}
TPM,{1b6b0772-251b-4d42-917d-faca166bc059}
TS Client ActiveX Control Trace,{daa6caf5-6678-43f8-a6fe-b40ee096e06e}
TS Client Trace,{0c51b20c-f755-48a8-8123-bf6da2adc727}
TS Rdp Init Trace,{c127c1a8-6ceb-11da-8bde-f66bad1e3f3a}
TS RDP Shell Trace,{bfa655dc-6c51-11da-8bde-f66bad1e3f3a}
TS Rdp Sound End Point Trace,{5a966d1c-6b48-11da-8bde-f66bad1e3f3a}
UMB Trace,{96ab095a-9519-4f5c-81ee-c510b0a45463}
UmBus Driver Trace,{f9be9c98-10db-4318-bb61-cb0ddea08bf7}
User-mode PnP Manager Trace,{a676b545-4cfb-4306-a067-502d9a0f2220}
User32,{b0aa8734-56f7-41cc-b2f4-de228e98b946}
Volsnap,{cb017cd2-1f37-4e65-82bc-3e91f6a37559}
VSS tracing provider,{9138500e-3648-4edb-aa4c-859e9f7b7c38}
Windows Connect Now,{c100bece-d33a-4a4b-bf23-bbef4663d017}
Windows Defender Firewall API,{28c9f48f-d244-45a8-842f-dc9fbc9b6e92}
Windows Defender Firewall API - GP,{0eff663f-8b6e-4e6d-8182-087a8eaa29cb}
Windows Defender Firewall Driver,{d5e09122-d0b2-4235-adc1-c89faaaf1069}
Windows Defender Firewall NetShell Plugin,{28c9f48f-d244-45a8-842f-dc9fbc9b6e94}
Windows Defender Firewall Service,{5eefebdb-e90c-423a-8abf-0241e7c5b87d}
Windows Error Reporting,{0ead09bd-2157-539a-8d6d-c87f95b64d70}
Windows Kernel Trace,{9e814aad-3204-11d2-9a82-006008a86939}
Windows NetworkItemFactory Trace,{d2a60d61-0f87-4673-a86c-9c461457fe27}
Windows Notification Facility Provider,{42695762-ea50-497a-9068-5cbbb35e0b95}
Windows Remote Management Trace,{04c6e16d-b99f-4a3a-9b3e-b8325bbc781e}
Windows Wininit Trace,{c2ba06e2-f7ce-44aa-9e7e-62652cdefe97}
Windows Winlogon Trace,{d451642c-63a6-11d7-9720-00b0d03e0347}
Windows-ApplicationModel-Store-SDK,{ff79a477-c45f-4a52-8ae0-2b324346d4e4}
WINSATAPI_ETW_PROVIDER,{617853d6-728b-4b59-8a78-c3a9a5eade92}
winsrvext,{2b9537f0-4a90-557b-1313-d0ce2827a94a}
Wireless Client Trace,{8a3cf0b5-e0bc-450b-ae4b-61728ffa1d58}
WLAN AutoConfig Trace,{0c5a3172-2248-44fd-b9a6-8389cb1dc56a}
WLAN Diagnostics Trace,{637a0f36-dff5-4b2f-83dd-b106c1c725e2}
WLAN Dialog Trace,{520319a9-b932-4ec7-943c-61e560939101}
WLAN Extensibility Trace,{e2eb5b52-08b1-4391-b670-f58317376247}
WlanLogger,{bb6f5b93-635c-47be-816f-e895e77064a8}
WMI_Tracing,{1ff6b227-2ca7-40f9-9a66-980eadaa602e}
WMI_Tracing_Client_Operations,{8e6b6962-ab54-4335-8229-3255b919dd0e}
WMP Network Sharing API,{8ed60a3a-8c12-49c5-a518-fdf451bc10fc}
WMP Network Sharing Service,{a7eb57f6-145e-4f18-bd75-dbbf6f7e23a7}
WMP Network Sharing Taskbar,{d804a67f-4c25-43c1-896f-89ff78b3a911}
WPD API Trace,{c3c5d8af-2fd5-4500-a8e7-379c2d0bbe2e}
WPD Bluetooth MTP Emumerator Driver Trace,{4b6efb94-30ea-49a7-bb29-e9ed9dce67da}
WPD BusEnumService Trace,{0381564e-d5cb-4e48-ab35-be24389b0f59}
WPD ClassExtension Trace,{a0a352c5-b8ec-41e9-9936-8452c1c0a6cf}
WPD ClassInstaller Trace,{45350d79-4497-42f1-bd1b-83587575b91a}
WPD FSDriver Trace,{1311095b-b9ff-497a-8560-2f43ca5438e4}
WPD MTPDriver Trace,{97496dda-c211-4ffe-b1b1-68e6e98ebc38}
WPD ShellExtension Trace,{a42c7bd1-5af3-4b32-9bc6-b85eb31d3f4a}
WPD ShellServiceObject Trace,{1ab5ac29-037f-43a1-9484-78c9db61f869}
WPD Types Trace,{58e8f67d-29e9-456c-b23d-c6489e341bb0}
WPD WiaCompat Trace,{b809f4ff-3023-473c-971b-ab594429ea57}
WPD WMDMCompat Trace,{17abf473-982c-4d0e-b502-3a59d89e71de}
WSAT_TraceProvider,{7f3fe630-462b-47c5-ab07-67ca84934abd}
WudfUsbccidDriver,{22c370a7-a3db-4390-ade5-3a1accf4b5d5}
Wudfx02000_KmdfTraceGuid,{485e7de9-0a80-11d8-ad15-505054503030}
XWizard Framework,{777ba8ff-2498-4875-933a-3067de883070}
